43,2
43,6
43,10
43,14
43,18
43,22
43,26
43,30
43,35
43,39
43,43
43,47
43,51
43,55
43,59
43,63
43,68
43,72
43,76
43,80
43,84
43,88
43,92
43,96
43,101
43,105
43,109
43,113
43,117
43,121
43,125
43,130
43,134
43,138
43,142
43,146
43,150
43,154
43,158
43,163
43,167
43,171
43,175
43,179
43,183
43,187
43,191
43,196
43,200
43,204
43,208
43,212
43,216
43,220
43,224
47,2
47,6
47,10
47,14
47,18
47,22
47,26
47,30
47,35
47,39
47,43
47,47
47,51
47,55
47,59
47,63
47,68
47,72
47,76
47,80
47,84
47,88
47,92
47,96
47,101
47,105
47,109
47,113
47,117
47,121
47,125
47,130
47,134
47,138
47,142
47,146
47,150
47,154
47,158
47,163
47,167
47,171
47,175
47,179
47,183
47,187
47,191
47,196
47,200
47,204
47,208
47,212
47,216
47,220
47,224
51,2
51,6
51,10
51,14
51,18
51,22
51,26
51,30
51,35
51,39
51,43
51,47
51,51
51,55
51,59
51,63
51,68
51,72
51,76
51,80
51,84
51,88
51,92
51,96
51,101
51,105
51,109
51,113
51,117
51,121
51,125
51,130
51,134
51,138
51,142
51,146
51,150
51,154
51,158
51,163
51,167
51,171
51,175
51,179
51,183
51,187
51,191
51,196
51,200
51,204
51,208
51,212
51,216
51,220
51,224
55,2
55,6
55,10
55,14
55,18
55,22
55,26
55,30
55,35
55,39
55,43
55,47
55,51
55,55
55,59
55,63
55,68
55,72
55,76
55,80
55,84
55,88
55,92
55,96
55,101
55,105
55,109
55,113
55,117
55,121
55,125
55,130
55,134
55,138
55,142
55,146
55,150
55,154
55,158
55,163
55,167
55,171
55,175
55,179
55,183
55,187
55,191
55,196
55,200
55,204
55,208
55,212
55,216
55,220
55,224
59,2
59,6
59,10
59,14
59,18
59,22
59,26
59,30
59,35
59,39
59,43
59,47
59,51
59,55
59,59
59,63
59,68
59,72
59,76
59,80
59,84
59,88
59,92
59,96
59,101
59,105
59,109
59,113
59,117
59,121
59,125
59,130
59,134
59,138
59,142
59,146
59,150
59,154
59,158
59,163
59,167
59,171
59,175
59,179
59,183
59,187
59,191
59,196
59,200
59,204
59,208
59,212
59,216
59,220
59,224
63,2
63,6
63,10
63,14
63,18
63,22
63,26
63,30
63,35
63,39
63,43
63,47
63,51
63,55
63,59
63,63
63,68
63,72
63,76
63,80
63,84
63,88
63,92
63,96
63,101
63,105
63,109
63,113
63,117
63,121
63,125
63,130
63,134
63,138
63,142
63,146
63,150
63,154
63,158
